UDI,ProductID,ProductType,AirTemp,ProcessTemp,TempDifference,RPM,RotationPerSeconds,Torque,Power,ToolWear,OverstrainReading,Target,FailureType
2263,L49442,L,299.1,308.3,9.2,1533,160.5353846,42.4,6806.700307,48,2035.2,0,No Failure
2264,M17123,M,299.2,308.4,9.2,1529,160.1165056,43,6885.00974,50,2150,0,No Failure
2265,M17124,M,299.2,308.4,9.2,1415,148.1784535,43.5,6445.762727,53,2305.5,0,No Failure
2266,M17125,M,299.2,308.4,9.2,1330,139.2772743,51.2,7130.996445,56,2867.2,0,No Failure
2267,L49446,L,299.2,308.5,9.3,1381,144.6179818,60.6,8763.849698,59,3575.4,0,No Failure
2268,L49447,L,299.2,308.5,9.3,1370,143.4660645,52.4,7517.621781,61,3196.4,0,No Failure
2269,L49448,L,299.2,308.5,9.3,1438,150.5870079,46.6,7017.354566,63,2935.8,0,No Failure
2270,L49449,L,299.3,308.6,9.3,1314,137.6017582,48.2,6632.404747,65,3133,0,No Failure
2271,L49450,L,299.3,308.6,9.3,1437,150.4822881,48.1,7238.198058,67,3222.7,0,No Failure
2272,L49451,L,299.2,308.5,9.3,1821,190.6946741,26.1,4977.130993,69,1800.9,0,No Failure
2273,M17132,M,299.3,308.6,9.3,1448,151.6342054,52.1,7900.142102,71,3699.1,0,No Failure
2274,L49453,L,299.3,308.5,9.2,1589,166.3996909,32.7,5441.269892,74,2419.8,0,No Failure
2275,L49454,L,299.3,308.6,9.3,1520,159.1740278,33.7,5364.164736,76,2561.2,0,No Failure
2276,L49455,L,299.3,308.6,9.3,1605,168.075207,37,6218.782658,78,2886,0,No Failure
2277,L49456,L,299.3,308.7,9.4,1393,145.8746189,54.2,7906.404343,80,4336,0,No Failure
2278,H31691,H,299.3,308.7,9.4,1408,147.4454152,44.4,6546.576435,82,3640.8,0,No Failure
2279,M17138,M,299.3,308.7,9.4,1459,152.7861227,35.6,5439.185969,87,3097.2,0,No Failure
2280,L49459,L,299.4,308.7,9.3,1525,159.6976266,39,6228.207436,90,3510,0,No Failure
2281,L49460,L,299.4,308.8,9.4,1390,145.5604596,57,8296.946198,92,5244,0,No Failure
2282,L49461,L,299.3,308.7,9.4,1536,160.8495439,38.9,6257.047256,94,3656.6,0,No Failure
2283,L49462,L,299.4,308.7,9.3,1459,152.7861227,47.6,7272.619441,96,4569.6,0,No Failure
2284,L49463,L,299.2,308.5,9.3,1387,145.2463004,51.1,7422.085948,98,5007.8,0,No Failure
2285,L49464,L,299.2,308.5,9.3,1378,144.3038226,53.4,7705.824124,100,5340,0,No Failure
2286,L49465,L,299.4,308.7,9.3,1381,144.6179818,56.7,8199.839569,102,5783.4,0,No Failure
2287,M17146,M,299.4,308.7,9.3,1289,134.9837643,60.5,8166.517743,104,6292,0,No Failure
2288,L49467,L,299.4,308.6,9.2,1746,182.8406924,26.8,4900.130557,107,2867.6,0,No Failure
2289,M17148,M,299.4,308.6,9.2,1541,161.3731426,39.1,6309.689877,109,4261.9,0,No Failure
2290,L49469,L,299.4,308.7,9.3,1504,157.4985117,37.8,5953.443742,112,4233.6,0,No Failure
2291,M17150,M,299.5,308.7,9.2,1321,138.3347965,51.9,7179.575939,114,5916.6,0,No Failure
2292,M17151,M,299.5,308.8,9.3,1886,197.5014582,20.9,4127.780475,117,2445.3,0,No Failure
2293,L49472,L,299.6,308.9,9.3,1422,148.9114918,53.2,7922.091363,120,6384,0,No Failure
2294,L49473,L,299.5,308.9,9.4,1520,159.1740278,38.3,6096.365264,122,4672.6,0,No Failure
2295,L49474,L,299.4,308.8,9.4,1627,170.3790416,32.6,5554.356755,124,4042.4,0,No Failure
2296,L49475,L,299.4,308.7,9.3,1512,158.3362697,37.2,5890.109234,126,4687.2,0,No Failure
2297,L49476,L,299.4,308.7,9.3,1553,162.6297797,42.7,6944.291593,128,5465.6,0,No Failure
2298,L49477,L,299.3,308.7,9.4,1802,188.7049987,26,4906.329967,130,3380,0,No Failure
2299,L49478,L,299.3,308.6,9.3,1482,155.1946771,37.6,5835.319858,132,4963.2,0,No Failure
2300,L49479,L,299.4,308.7,9.3,1446,151.4247659,62.9,9524.617775,134,8428.6,1,Power Failure
2301,L49480,L,299.3,308.6,9.3,1371,143.5707843,50.5,7250.324606,136,6868,0,No Failure
2302,M17161,M,299.2,308.6,9.4,1586,166.0855316,35.7,5929.253479,138,4926.6,0,No Failure
2303,L49482,L,299.2,308.5,9.3,1515,158.650429,39.8,6314.287074,141,5611.8,0,No Failure
2304,L49483,L,299.2,308.5,9.3,1374,143.8849435,53.6,7712.232973,143,7664.8,0,No Failure
2305,L49484,L,299.1,308.5,9.4,1455,152.3672437,39.8,6064.216299,145,5771,0,No Failure
2306,H31719,H,299.2,308.5,9.3,1342,140.5339114,47.5,6675.36079,147,6982.5,0,No Failure
2307,L49486,L,299.1,308.6,9.5,1260,131.9468915,57.8,7626.530326,152,8785.6,0,No Failure
2308,H31721,H,299,308.5,9.5,1623,169.9601626,33.5,5693.665446,154,5159,0,No Failure
2309,L49488,L,299.1,308.5,9.4,1371,143.5707843,55.5,7968.178527,159,8824.5,0,No Failure
2310,L49489,L,299.1,308.6,9.5,1611,168.7035255,31.4,5297.290701,161,5055.4,0,No Failure
2311,M17170,M,299,308.4,9.4,1535,160.7448241,47.5,7635.379145,163,7742.5,0,No Failure
2312,M17171,M,299.1,308.6,9.5,1491,156.1371549,38.5,6011.280463,166,6391,0,No Failure
2313,M17172,M,299.1,308.6,9.5,1441,150.9011671,36.2,5462.62225,169,6117.8,0,No Failure
2314,M17173,M,299.1,308.8,9.7,1725,180.6415776,26.6,4805.065964,172,4575.2,0,No Failure
2315,L49494,L,299.2,308.9,9.7,1368,143.256625,47.2,6761.7127,175,8260,0,No Failure
2316,L49495,L,299.2,308.9,9.7,1526,159.8023463,37.9,6056.508925,177,6708.3,0,No Failure
2317,L49496,L,299.2,308.8,9.6,1542,161.4778624,39.2,6329.932206,179,7016.8,0,No Failure
2318,L49497,L,299.2,308.8,9.6,1605,168.075207,31.1,5227.138937,181,5629.1,0,No Failure
2319,L49498,L,299.2,308.8,9.6,1405,147.1312559,51.4,7562.546555,183,9406.2,0,No Failure
2320,M17179,M,299.2,308.8,9.6,1700,178.0235837,33.5,5963.790054,185,6197.5,0,No Failure
2321,H31734,H,299.2,308.8,9.6,1440,150.7964474,39.1,5896.141092,188,7350.8,0,No Failure
2322,M17181,M,299.2,308.8,9.6,1314,137.6017582,52.5,7224.092307,193,10132.5,0,No Failure
2323,L49502,L,299.2,308.7,9.5,1514,158.5457093,41.9,6643.065218,196,8212.4,0,No Failure
2324,M17183,M,299.2,308.7,9.5,1401,146.7123769,47,6895.481715,198,9306,0,No Failure
2325,L49504,L,299.3,308.8,9.5,1636,171.3215194,29.9,5122.513429,201,6009.9,0,No Failure
2326,L49505,L,299.3,308.8,9.5,1603,167.8657675,33.9,5690.649517,203,6881.7,0,No Failure
2327,M17186,M,299.4,308.7,9.3,1487,155.7182759,52.6,8190.78131,205,10783,0,No Failure
2328,M17187,M,299.3,308.7,9.4,1420,148.7020523,50.3,7479.713229,208,10462.4,0,No Failure
2329,L49508,L,299.3,308.7,9.4,1579,165.3524933,36.3,6002.295508,211,7659.3,0,No Failure
2330,L49509,L,299.3,308.7,9.4,1484,155.4041166,40.5,6293.866722,213,8626.5,0,No Failure
2331,M17190,M,299.3,308.7,9.4,1390,145.5604596,49.3,7176.130659,215,10599.5,0,No Failure
2332,L49511,L,299.3,308.6,9.3,1384,144.9321411,53.6,7768.362762,218,11684.8,1,Overstrain Failure
2333,L49512,L,299.2,308.5,9.3,1378,144.3038226,50.4,7272.912657,220,11088,1,Overstrain Failure
2334,L49513,L,299.2,308.5,9.3,1445,151.3200461,45.2,6839.666086,222,10034.4,0,No Failure
2335,L49514,L,299.2,308.4,9.2,1445,151.3200461,43.5,6582.422007,224,9744,0,No Failure
2336,L49515,L,299.2,308.4,9.2,1509,158.0221105,39.4,6226.071153,0,0,0,No Failure
2337,L49516,L,299.2,308.4,9.2,1434,150.1681288,46.8,7027.86843,2,93.6,0,No Failure
2338,L49517,L,299.2,308.4,9.2,1877,196.5589804,23.9,4697.759631,4,95.6,0,No Failure
2339,L49518,L,299.3,308.3,9,1651,172.8923157,28,4840.98484,6,168,0,No Failure
2340,L49519,L,299.2,308.2,9,1466,153.519161,41.3,6340.34135,8,330.4,0,No Failure
2341,L49520,L,299.1,308.1,9,1479,154.8805178,40.7,6303.637075,10,407,0,No Failure
2342,L49521,L,299.1,308.2,9.1,1409,147.550135,46.4,6846.326262,12,556.8,0,No Failure
2343,M17202,M,299.2,308.2,9,1674,175.3008701,28.2,4943.484536,14,394.8,0,No Failure
2344,L49523,L,299.1,308.3,9.2,1305,136.6592804,61.4,8390.879818,17,1043.8,0,No Failure
2345,M17204,M,299.2,308.3,9.1,1755,183.7831702,26.4,4851.875694,19,501.6,0,No Failure
2346,L49525,L,299.2,308.4,9.2,1475,154.4616388,38.7,5977.665422,22,851.4,0,No Failure
2347,L49526,L,299.2,308.4,9.2,1402,146.8170967,47.7,7003.175512,24,1144.8,0,No Failure
2348,L49527,L,299.2,308.3,9.1,1410,147.6548547,43,6349.158753,26,1118,0,No Failure
2349,L49528,L,299.2,308.4,9.2,1436,150.3775684,41.8,6285.782357,28,1170.4,0,No Failure
2350,M17209,M,299.3,308.5,9.2,1386,145.1415806,42.2,6124.974701,30,1266,0,No Failure
2351,L49530,L,299.3,308.6,9.3,1744,182.6312529,26.4,4821.465077,33,871.2,0,No Failure
2352,L49531,L,299.2,308.4,9.2,1393,145.8746189,48.4,7060.331554,35,1694,0,No Failure
2353,M17212,M,299.3,308.5,9.2,1422,148.9114918,45.4,6760.581727,37,1679.8,0,No Failure
2354,L49533,L,299.2,308.4,9.2,1841,192.7890692,22.8,4395.590777,40,912,0,No Failure
2355,L49534,L,299.3,308.6,9.3,1433,150.0634091,37.7,5657.390523,42,1583.4,0,No Failure
2356,M17215,M,299.3,308.5,9.2,1305,136.6592804,60.6,8281.552394,44,2666.4,0,No Failure
2357,H31770,H,299.3,308.6,9.3,1498,156.8701932,39.5,6196.37263,47,1856.5,0,No Failure
2358,L49537,L,299.3,308.5,9.2,1772,185.5634061,26.1,4843.204898,52,1357.2,0,No Failure
2359,M17218,M,299.2,308.4,9.2,1381,144.6179818,42.5,6146.264227,54,2295,0,No Failure
2360,L49539,L,299.3,308.5,9.2,1413,147.969014,38.5,5696.807038,57,2194.5,0,No Failure
2361,H31774,H,299.2,308.4,9.2,1388,145.3510201,53.2,7732.67427,59,3138.8,0,No Failure
2362,M17221,M,299.2,308.6,9.4,1631,170.7979206,35.4,6046.246389,64,2265.6,0,No Failure
2363,H31776,H,299.3,308.6,9.3,1520,159.1740278,41.4,6589.80475,67,2773.8,0,No Failure
2364,L49543,L,299.3,308.5,9.2,1510,158.1268302,45.4,7178.958092,72,3268.8,0,No Failure
2365,L49544,L,299.2,308.5,9.3,1366,143.0471855,49.7,7109.445119,74,3677.8,0,No Failure
2366,L49545,L,299.4,308.5,9.1,1845,193.2079482,22.9,4424.462014,76,1740.4,0,No Failure
2367,L49546,L,299.3,308.5,9.2,1485,155.5088364,44.7,6951.244985,78,3486.6,0,No Failure
2368,M17227,M,299.3,308.5,9.2,1496,156.6607537,39.4,6172.433694,80,3152,0,No Failure
2369,M17228,M,299.3,308.4,9.1,1468,153.7286005,42.2,6487.346942,83,3502.6,0,No Failure
2370,M17229,M,299.2,308.4,9.2,1856,194.3598655,22.7,4411.968947,86,1952.2,0,No Failure
2371,L49550,L,299.2,308.4,9.2,1620,169.6460033,34.1,5784.928712,89,3034.9,0,No Failure
2372,L49551,L,299.3,308.5,9.2,1409,147.550135,44.8,6610.246046,91,4076.8,0,No Failure
2373,M17232,M,299.3,308.5,9.2,1404,147.0265362,49.4,7263.110888,93,4594.2,0,No Failure
2374,L49553,L,299.2,308.4,9.2,1350,141.3716694,51.3,7252.366641,96,4924.8,0,No Failure
2375,M17234,M,299.2,308.4,9.2,1538,161.0589834,38,6120.241368,98,3724,0,No Failure
2376,M17235,M,299.2,308.4,9.2,1476,154.5663586,32.7,5054.319925,101,3302.7,0,No Failure
2377,M17236,M,299.2,308.3,9.1,1364,142.837746,51.8,7398.995242,104,5387.2,0,No Failure
2378,M17237,M,299.2,308.3,9.1,1582,165.6666526,45.5,7537.832693,107,4868.5,0,No Failure
2379,L49558,L,299.1,308.2,9.1,1348,141.1622299,56.1,7919.201097,110,6171,0,No Failure
2380,H31793,H,299.1,308.2,9.1,1450,151.8436449,46.1,6999.992031,112,5163.2,0,No Failure
2381,L49560,L,299,308.1,9.1,1242,130.0619359,60.9,7920.771894,117,7125.3,0,No Failure
2382,L49561,L,299.1,308.2,9.1,1493,156.3465944,34.9,5456.496144,119,4153.1,0,No Failure
2383,L49562,L,299.1,308.3,9.2,1601,167.6563279,31.4,5264.408698,121,3799.4,0,No Failure
2384,L49563,L,299.1,308.2,9.1,1568,164.200576,33.3,5467.879182,123,4095.9,0,No Failure
2385,M17244,M,299.1,308.3,9.2,1506,157.7079512,38,5992.902146,125,4750,0,No Failure
2386,L49565,L,299.1,308.3,9.2,1524,159.5929068,34.1,5442.118122,128,4364.8,0,No Failure
2387,L49566,L,299.1,308.4,9.3,1543,161.5825821,37.9,6123.979863,130,4927,0,No Failure
2388,M17247,M,299.2,308.5,9.3,1474,154.356919,47.2,7285.646579,132,6230.4,0,No Failure
2389,M17248,M,299.2,308.5,9.3,1526,159.8023463,37.3,5960.627517,135,5035.5,0,No Failure
2390,L49569,L,299.2,308.5,9.3,1867,195.5117828,27,5278.818136,138,3726,0,No Failure
2391,L49570,L,299.2,308.5,9.3,1487,155.7182759,41.2,6415.592966,140,5768,0,No Failure
2392,L49571,L,299.2,308.4,9.2,1580,165.4572131,32.6,5393.905147,142,4629.2,0,No Failure
2393,L49572,L,299.2,308.5,9.3,1340,140.3244719,50,7016.223593,144,7200,0,No Failure
2394,L49573,L,299.2,308.5,9.3,1544,161.6873019,41.6,6726.191759,146,6073.6,0,No Failure
2395,L49574,L,299.2,308.5,9.3,1488,155.8229956,40.3,6279.666723,148,5964.4,0,No Failure
2396,M17255,M,299.2,308.5,9.3,1742,182.4218134,28.9,5271.990408,150,4335,0,No Failure
2397,M17256,M,299.1,308.5,9.4,1592,166.7138502,34.2,5701.613675,153,5232.6,0,No Failure
2398,L49577,L,299.2,308.6,9.4,1582,165.6666526,38.8,6427.866121,156,6052.8,0,No Failure
2399,L49578,L,299.2,308.5,9.3,1490,156.0324351,43.2,6740.601198,158,6825.6,0,No Failure
2400,M17259,M,299.2,308.5,9.3,1594,166.9232897,35.8,5975.85377,160,5728,0,No Failure
2401,H31814,H,299.2,308.6,9.4,1462,153.100282,55,8420.515509,163,8965,0,No Failure
2402,M17261,M,299.2,308.6,9.4,1367,143.1519052,47.6,6814.03069,168,7996.8,0,No Failure
2403,L49582,L,299.2,308.7,9.5,1325,138.7536755,51,7076.437452,171,8721,0,No Failure
2404,H31817,H,299.2,308.7,9.5,1448,151.6342054,51.4,7793.998158,173,8892.2,0,No Failure
2405,M17264,M,299.1,308.7,9.6,2008,210.2772683,20.3,4268.628546,178,3613.4,0,No Failure
2406,L49585,L,299.1,308.7,9.6,1498,156.8701932,38.9,6102.250514,181,7040.9,0,No Failure
2407,L49586,L,299.1,308.6,9.5,1437,150.4822881,41.6,6260.063185,183,7612.8,0,No Failure
2408,M17267,M,299.1,308.6,9.5,1499,156.9749129,45.1,7079.568573,185,8343.5,0,No Failure
2409,L49588,L,299,308.4,9.4,1356,141.9999879,52.6,7469.199366,188,9888.8,0,No Failure
2410,L49589,L,299.1,308.5,9.4,1539,161.1637031,46.8,7542.461306,190,8892,0,No Failure
2411,L49590,L,299.1,308.5,9.4,1689,176.8716664,32.1,5677.580491,192,6163.2,0,No Failure
2412,L49591,L,299,308.5,9.5,1559,163.2580982,38.1,6220.133543,194,7391.4,0,No Failure
2413,L49592,L,299.1,308.6,9.5,1408,147.4454152,46.7,6885.70089,196,9153.2,0,No Failure
2414,L49593,L,299,308.5,9.5,1886,197.5014582,23,4542.533538,198,4554,0,No Failure
2415,L49594,L,299.1,308.5,9.4,1415,148.1784535,43.4,6430.944882,0,0,0,No Failure
2416,M17275,M,299.1,308.5,9.4,1587,166.1902514,35.6,5916.372949,2,71.2,0,No Failure
2417,L49596,L,299,308.4,9.4,1571,164.5147353,38.6,6350.268782,5,193,0,No Failure
2418,L49597,L,298.9,308.3,9.4,1576,165.0383341,36.6,6040.403027,7,256.2,0,No Failure
2419,L49598,L,298.9,308.3,9.4,1660,173.8347935,34.4,5979.916896,9,309.6,0,No Failure
2420,M17279,M,298.9,308.2,9.3,1328,139.0678348,49.2,6842.137472,11,541.2,0,No Failure
2421,H31834,H,298.8,308.2,9.4,1450,151.8436449,44.7,6787.410928,14,625.8,0,No Failure
2422,L49601,L,298.9,308.2,9.3,2384,249.6518962,15,3744.778443,19,285,0,No Failure
2423,L49602,L,298.8,308.2,9.4,1443,151.1106066,53.4,8069.306394,21,1121.4,0,No Failure
2424,M17283,M,298.9,308.2,9.3,2022,211.7433449,20,4234.866897,23,460,0,No Failure
2425,L49604,L,298.9,308.2,9.3,1828,191.4277124,23.8,4555.979554,26,618.8,0,No Failure
2426,L49605,L,298.8,308.1,9.3,1472,154.1474795,53.5,8246.890155,28,1498,0,No Failure
2427,M17286,M,298.9,308.2,9.3,1372,143.675504,63.6,9137.762056,30,1908,1,Power Failure
2428,L49607,L,298.9,308.3,9.4,1855,194.2551457,23.8,4623.272469,33,785.4,0,No Failure
2429,M17288,M,299,308.3,9.3,1377,144.1991028,47.2,6806.197652,35,1652,0,No Failure
2430,L49609,L,298.9,308.3,9.4,1432,149.9586893,48.9,7332.979908,38,1858.2,0,No Failure
2431,M17290,M,298.9,308.2,9.3,1335,139.8008731,47.8,6682.481733,40,1912,0,No Failure
2432,M17291,M,298.9,308.2,9.3,1411,147.7595745,51.3,7580.066171,43,2205.9,0,No Failure
2433,L49612,L,298.9,308.2,9.3,1510,158.1268302,43.5,6878.517115,46,2001,0,No Failure
2434,L49613,L,299,308.3,9.3,1441,150.9011671,44,6639.651354,48,2112,0,No Failure
2435,M17294,M,299,308.2,9.2,1358,142.2094275,42.7,6072.342552,50,2135,0,No Failure
2436,L49615,L,298.9,308.2,9.3,1686,176.5575071,30.4,5367.348217,53,1611.2,0,No Failure
2437,H31850,H,299,308.2,9.2,1662,174.044233,30.4,5290.944683,55,1672,0,No Failure
2438,L49617,L,299.1,308.3,9.2,1426,149.3303708,40.1,5988.147869,60,2406,0,No Failure
2439,M17298,M,299.1,308.4,9.3,1330,139.2772743,53.6,7465.261903,62,3323.2,0,No Failure
2440,L49619,L,299.1,308.4,9.3,1693,177.2905454,31.6,5602.381235,65,2054,0,No Failure
2441,L49620,L,299.1,308.4,9.3,1426,149.3303708,47.9,7152.924761,67,3209.3,0,No Failure
2442,L49621,L,299.1,308.5,9.4,1676,175.5103096,31,5440.819597,69,2139,0,No Failure
2443,M17302,M,299.1,308.4,9.3,1332,139.4867138,51.7,7211.463104,71,3670.7,0,No Failure
2444,L49623,L,299.1,308.5,9.4,1647,172.4734367,35,6036.570284,74,2590,0,No Failure
2445,L49624,L,299.2,308.6,9.4,1267,132.6799297,68.2,9048.771208,76,5183.2,1,Power Failure
2446,H31859,H,299.2,308.7,9.5,1375,143.9896633,55.1,7933.830447,78,4297.8,0,No Failure
2447,L49626,L,299.3,308.6,9.3,1422,148.9114918,48.9,7281.771948,83,4058.7,0,No Failure
2448,L49627,L,299.3,308.7,9.4,1408,147.4454152,48.7,7180.591721,85,4139.5,0,No Failure
2449,L49628,L,299.4,308.9,9.5,1440,150.7964474,42.5,6408.849013,87,3697.5,0,No Failure
2450,L49629,L,299.3,308.8,9.5,1772,185.5634061,25.2,4676.197833,89,2242.8,0,No Failure
2451,L49630,L,299.2,308.7,9.5,1492,156.2418746,37.8,5905.942861,91,3439.8,0,No Failure
2452,L49631,L,299.2,308.7,9.5,1650,172.7875959,30.5,5270.021676,93,2836.5,0,No Failure
2453,M17312,M,299.1,308.6,9.5,2329,243.8923097,14.6,3560.827721,95,1387,0,No Failure
2454,L49633,L,299,308.6,9.6,1648,172.5781564,30.8,5315.407218,98,3018.4,0,No Failure
2455,L49634,L,299,308.6,9.6,1653,173.1017552,31.7,5487.32564,100,3170,0,No Failure
2456,L49635,L,299,308.6,9.6,1946,203.7846435,22.3,4544.397549,102,2274.6,0,No Failure
2457,L49636,L,299.1,308.6,9.5,1555,162.8392192,36.6,5959.915423,104,3806.4,0,No Failure
2458,L49637,L,299,308.6,9.6,1661,173.9395133,32.2,5600.852327,106,3413.2,0,No Failure
2459,L49638,L,299,308.6,9.6,1434,150.1681288,45.9,6892.717114,108,4957.2,0,No Failure
2460,L49639,L,299,308.6,9.6,1297,135.8215224,54.2,7361.526514,110,5962,0,No Failure
2461,L49640,L,299,308.6,9.6,1466,153.519161,46.4,7123.289071,112,5196.8,0,No Failure
2462,M17321,M,298.9,308.6,9.7,1517,158.8598685,39.8,6322.622767,114,4537.2,0,No Failure
2463,L49642,L,298.9,308.5,9.6,1742,182.4218134,34.5,6293.552563,117,4036.5,0,No Failure
2464,L49643,L,298.9,308.5,9.6,1580,165.4572131,39.1,6469.377032,119,4652.9,0,No Failure
2465,M17324,M,298.9,308.5,9.6,1534,160.6401044,42.9,6891.460477,121,5190.9,0,No Failure
2466,L49645,L,298.9,308.6,9.7,1481,155.0899573,40.7,6312.161263,124,5046.8,0,No Failure
2467,L49646,L,299,308.6,9.6,1429,149.6445301,37.7,5641.598783,126,4750.2,0,No Failure
2468,M17327,M,298.9,308.6,9.7,1574,164.8288946,33.5,5521.767968,128,4288,0,No Failure
2469,M17328,M,298.9,308.6,9.7,1524,159.5929068,40.4,6447.553435,131,5292.4,0,No Failure
2470,L49649,L,299,308.7,9.7,1507,157.812671,37.5,5917.975161,134,5025,0,No Failure
2471,L49650,L,298.9,308.5,9.6,1467,153.6238808,44.7,6866.98747,136,6079.2,0,No Failure
2472,L49651,L,298.9,308.4,9.5,1301,136.2404014,51.1,6961.884512,138,7051.8,0,No Failure
2473,L49652,L,298.9,308.5,9.6,1429,149.6445301,55.1,8245.413607,140,7714,0,No Failure
2474,M17333,M,298.9,308.5,9.6,1555,162.8392192,37.6,6122.754642,142,5339.2,0,No Failure
2475,L49654,L,298.9,308.5,9.6,1503,157.3937919,40.6,6390.187953,145,5887,0,No Failure
2476,L49655,L,298.9,308.5,9.6,1459,152.7861227,43.1,6585.081889,147,6335.7,0,No Failure
2477,H31890,H,298.9,308.4,9.5,1449,151.7389252,42.4,6433.730427,149,6317.6,0,No Failure
2478,L49657,L,298.9,308.5,9.6,1387,145.2463004,57.3,8322.61301,154,8824.2,0,No Failure
2479,M17338,M,298.9,308.5,9.6,1456,152.4719635,50,7623.598173,156,7800,0,No Failure
2480,L49659,L,299,308.5,9.5,1604,167.9704872,34.7,5828.575906,159,5517.3,0,No Failure
2481,L49660,L,299,308.6,9.6,1734,181.5840554,32.4,5883.323394,161,5216.4,0,No Failure
2482,L49661,L,299,308.6,9.6,1378,144.3038226,47.8,6897.722718,163,7791.4,0,No Failure
2483,L49662,L,298.9,308.7,9.8,1504,157.4985117,41.8,6583.437789,165,6897,0,No Failure
2484,M17343,M,298.9,308.7,9.8,1402,146.8170967,49.8,7311.491415,167,8316.6,0,No Failure
2485,H31898,H,298.8,308.6,9.8,1524,159.5929068,37.7,6016.652586,170,6409,0,No Failure
2486,L49665,L,298.8,308.6,9.8,1593,166.8185699,35.5,5922.059232,175,6212.5,0,No Failure
2487,M17346,M,298.9,308.7,9.8,1772,185.5634061,28.4,5270.000732,177,5026.8,0,No Failure
2488,H31901,H,298.9,308.6,9.7,1623,169.9601626,31,5268.765039,180,5580,0,No Failure
2489,L49668,L,298.9,308.7,9.8,1356,141.9999879,50.7,7199.399389,185,9379.5,0,No Failure
2490,H31903,H,298.9,308.7,9.8,1500,157.0796327,41.6,6534.512719,187,7779.2,0,No Failure
2491,H31904,H,299.1,308.8,9.7,1566,163.9911365,46.6,7641.986962,192,8947.2,0,No Failure
2492,L49671,L,299.1,308.9,9.8,1445,151.3200461,43.4,6567.290003,197,8549.8,0,No Failure
2493,H31906,H,299,308.8,9.8,1382,144.7227016,58.5,8466.278042,199,11641.5,0,No Failure
2494,M17353,M,299,308.8,9.8,1418,148.4926128,45.7,6786.112403,204,9322.8,0,No Failure
2495,L49674,L,299.1,308.8,9.7,1329,139.1725546,53.6,7459.648924,207,11095.2,1,Overstrain Failure
2496,M17355,M,299.1,308.8,9.7,1491,156.1371549,41,6401.62335,209,8569,0,No Failure
2497,M17356,M,299.2,308.9,9.7,1573,164.7241748,37.4,6160.684138,212,7928.8,0,No Failure
2498,M17357,M,299.2,308.9,9.7,1521,159.2787475,42.3,6737.491021,215,9094.5,0,No Failure
2499,L49678,L,299.1,308.9,9.8,1467,153.6238808,47.2,7251.047172,218,10289.6,0,No Failure
2500,M17359,M,299.1,308.9,9.8,1325,138.7536755,48.4,6715.677896,220,10648,0,No Failure
2501,L49680,L,299.1,308.9,9.8,1617,169.331844,32.3,5469.418562,223,7202.9,0,No Failure
2502,M17361,M,299.1,308.9,9.8,1476,154.5663586,42.7,6599.98351,225,9607.5,0,No Failure
2503,L49682,L,299.2,309,9.8,1515,158.650429,48.9,7758.005978,228,11149.2,1,Overstrain Failure
2504,L49683,L,299.2,309,9.8,1408,147.4454152,47.2,6959.423598,0,0,0,No Failure
2505,L49684,L,299.2,309.1,9.9,1468,153.7286005,45.6,7010.024184,2,91.2,0,No Failure
2506,L49685,L,299.2,309.1,9.9,1387,145.2463004,48.7,7073.494827,4,194.8,0,No Failure
2507,M17366,M,299.2,309.1,9.9,1503,157.3937919,34.7,5461.56458,6,208.2,0,No Failure
2508,H31921,H,299.2,309.1,9.9,1410,147.6548547,47.1,6954.543657,9,423.9,0,No Failure
2509,L49688,L,299,308.9,9.9,1615,169.1224045,30.6,5175.145578,14,428.4,0,No Failure
2510,L49689,L,299,308.9,9.9,1511,158.23155,35.9,5680.512644,16,574.4,0,No Failure
2511,L49690,L,299.1,309,9.9,1405,147.1312559,53.8,7915.66157,18,968.4,0,No Failure
2512,M17371,M,299,308.9,9.9,1526,159.8023463,41.1,6567.876433,20,822,0,No Failure
2513,L49692,L,298.9,308.8,9.9,1530,160.2212253,38.3,6136.47293,23,880.9,0,No Failure
2514,L49693,L,299,308.7,9.7,1583,165.7713724,32.5,5387.569602,25,812.5,0,No Failure
2515,L49694,L,298.9,308.6,9.7,2069,216.6651733,18.7,4051.638742,27,504.9,0,No Failure
2516,L49695,L,298.8,308.5,9.7,1490,156.0324351,35,5461.135229,29,1015,0,No Failure
2517,L49696,L,298.8,308.5,9.7,1736,181.7934949,29,5272.011352,31,899,0,No Failure
2518,L49697,L,298.8,308.5,9.7,1395,146.0840584,44.4,6486.132193,33,1465.2,0,No Failure
2519,M17378,M,298.9,308.6,9.7,1425,149.225651,49.6,7401.592292,35,1736,0,No Failure
2520,L49699,L,298.8,308.6,9.8,1631,170.7979206,32.4,5533.852627,38,1231.2,0,No Failure
2521,L49700,L,298.8,308.6,9.8,1535,160.7448241,41.2,6622.686753,40,1648,0,No Failure
2522,L49701,L,298.8,308.6,9.8,1584,165.8760921,34.4,5706.137569,42,1444.8,0,No Failure
2523,M17382,M,298.8,308.7,9.9,1543,161.5825821,38.2,6172.454638,44,1680.8,0,No Failure
2524,L49703,L,298.8,308.7,9.9,1635,171.2167996,35.2,6026.831347,47,1654.4,0,No Failure
2525,M17384,M,298.8,308.7,9.9,1446,151.4247659,45.5,6889.826849,49,2229.5,0,No Failure
